RecordedDate,song1,song2,song3,song4,song5,song6,song7,song8,song9,song10,song11,song12,song13,song14,song15,song16,song17,song18,song19,song20,song21,song22,song23,song24,song25,song26,song27,song28,song29,song30,song31,song32,song33,song34,song35,song36,song37,song38,ATTCHECK,ATTCHECK.r,song39,song40,song41,song42,song43,song44,song45,song46,song47,song48,song49,song50,CHOICE,describe,certain.liking,age,gender,gender‎‎.selfdescribe,OPTIONS
9/25/21 9:47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,,1,1,1,2,2,2,2,2,2,2,1,2,1,2,"Jay-z Rapped his verse in the rain, then Rihanna sung her parts in the rain occasionally with an umbrella.",5,20,1,,20
9/25/21 9:57,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,,1,1,1,1,1,2,1,2,1,1,1,1,1,1,There were 2 guys in the music video. The guys are singing about not wanting to tell the giels what should and should not be doing. Maybe these girls changed after fame and money got to their heads.,5,22,0,,16
9/25/21 11:03,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,the music video started with multiple scenes of the highway and of people in cars all of different backgrounds listening to the song.,6,23,0,,43
9/25/21 11:52,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,"The lead singer was with his family, and there was also a boxing scene.",5,19,1,,27
9/25/21 11:54,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,,1,1,1,1,1,2,1,2,1,1,1,2,1,1,An emotional girl was asking for a second chance in a dark yet optimistic setting.,7,21,1,,18
9/25/21 12:01,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,,1,1,1,1,1,1,2,2,2,1,2,1,2,2,the bad was singing and playing with different angles and weird dance moves,6,19,0,,24
9/25/21 12:05,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,,1,1,1,2,2,2,1,1,2,1,2,2,1,2,Adele was sitting in a chair singing most of the video in an empty house. There were glasses on the floor vibrating to the beat.,5,20,0,,26
9/25/21 13:07,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,,1,1,1,2,1,2,1,1,2,1,1,1,2,2,There was a detective looking for Michael Jackson who seems to be on the run. The detective never ends up catching him and is arrested at the end.,5,19,1,,20
9/25/21 13:54,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,,1,1,1,1,2,1,2,1,1,1,1,2,2,2,There is only a cover of beattles in the video.,5,20,1,,12
9/25/21 14:16,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,1,1,2,1,2,1,1,1,1,2,2,"the walls were being colored in geometric designs with warm colors like brown, peach, cream and the were covering the artist too",4,20,0,,25
